2.019000000000000000e+03,7.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,1.946000000000000085e+01
2.020000000000000000e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,1.914999999999999858e+01
2.016000000000000000e+03,7.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,2.799999999999999711e-01,1.471999999999999886e+01
2.020000000000000000e+03,3.000000000000000000e+00,5.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,6.424999999999999822e+00
2.018000000000000000e+03,1.200000000000000000e+01,7.000000000000000000e+00,1.900000000000000000e+01,1.600000000000000033e-01,5.500000000000000000e+00
2.017000000000000000e+03,1.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.115000000000000036e+01
2.017000000000000000e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.030000000000000071e+01
2.020000000000000000e+03,1.100000000000000000e+01,5.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,5.700000000000000178e+00
2.019000000000000000e+03,9.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.499999999999999944e-01,9.675000000000000711e+00
2.019000000000000000e+03,6.000000000000000000e+00,6.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,2.166000000000000014e+01
2.019000000000000000e+03,5.000000000000000000e+00,3.000000000000000000e+00,1.700000000000000000e+01,3.800000000000000044e-01,1.524000000000000021e+01
2.019000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,1.199999999999999956e-01,5.380000000000000782e+00
2.017000000000000000e+03,1.200000000000000000e+01,7.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,2.979999999999999982e+00
2.016000000000000000e+03,1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.500000000000000000e+00
2.018000000000000000e+03,5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.414000000000000057e+01
2.017000000000000000e+03,1.000000000000000000e+01,4.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,1.052500000000000036e+01
2.017000000000000000e+03,1.100000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,1.250000000000000000e-01,4.000000000000000000e+00
2.016000000000000000e+03,1.000000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,8.720000000000000639e+00
2.020000000000000000e+03,8.000000000000000000e+00,5.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,2.355000000000000071e+01
2.016000000000000000e+03,8.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.287500000000000000e+01
2.017000000000000000e+03,6.000000000000000000e+00,5.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,1.485999999999999943e+01
2.018000000000000000e+03,8.000000000000000000e+00,5.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,2.153999999999999915e+01
2.016000000000000000e+03,8.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,3.599999999999999867e-01,1.778000000000000114e+01
2.017000000000000000e+03,1.100000000000000000e+01,2.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000278e-02,6.550000000000000711e+00
2.016000000000000000e+03,8.000000000000000000e+00,7.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,1.797500000000000142e+01
2.016000000000000000e+03,3.000000000000000000e+00,7.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,3.450000000000000178e+00
2.017000000000000000e+03,6.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,2.267500000000000071e+01
2.017000000000000000e+03,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000278e-02,3.399999999999999911e+00
2.019000000000000000e+03,5.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000278e-02,1.094999999999999929e+01
2.018000000000000000e+03,7.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.687500000000000000e+01
2.016000000000000000e+03,7.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,2.312500000000000000e+01
2.017000000000000000e+03,1.100000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,5.250000000000000222e-01,3.774999999999999911e+00
2.020000000000000000e+03,7.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,2.377499999999999858e+01
2.018000000000000000e+03,1.100000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01,2.250000000000000056e-01,6.049999999999999822e+00
2.016000000000000000e+03,9.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,2.164999999999999858e+01
2.020000000000000000e+03,1.200000000000000000e+01,7.000000000000000000e+00,1.400000000000000000e+01,2.500000000000000139e-02,3.975000000000000089e+00
2.016000000000000000e+03,8.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000111e-01,1.951999999999999957e+01
